ID;Strecke;Netz;Kategorie;Specialcase;Uumzuleitenden Züge;Verspätungen = / > 5 Minuten;Zugausfälle;Zugvorplanfahrten;gesamte Veränderungen;abweichende / ausfallende Verkehrshalte;Zugbezogende Reglungen; örtliche Leistungen;KiGBAU;Maßnahmenart;Dauer in Tagen;Minuten
Streik;103;Netz Mitte;K1;3;0;0;0;0;0;0;0;0;1;Streik;2;56
Streik;140;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;72
Streik;145A;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;77
Streik;145B;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;77
Streik;131;Netz Mitte;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;47
Streik;133;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;42
Streik;135;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;72
Streik;134;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;77
Streik;146;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;2;77
Streik;104;Netz Ost;K5;3;0;0;0;0;0;0;0;0;0;Streik;6;240
Streik;130;Netz West;K5;3;0;0;0;0;0;0;0;0;0;Streik;6;245
Streik;103;Netz Mitte;K1;3;0;0;0;0;0;0;0;0;1;Streik;6;56
Streik;140;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;57
Streik;145A;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;62
Streik;145B;Netz Ost;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;62
Streik;131;Netz Mitte;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;47
Streik;133;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;42
Streik;135;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;57
Streik;134;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;62
Streik;146;Netz Nord;K1;3;0;0;0;0;0;0;0;0;0;Streik;6;62
Weichenarbeiten;103;Netz Mitte;K5;3;0;0;0;0;0;0;0;0;0;Kosten;3;215
Weichenarbeiten;145B;Netz Ost;K5;3;0;0;0;0;0;0;0;0;0;Kosten ;3;210
Weichenarbeiten;133;Netz Nord;K5;3;0;0;0;0;0;0;0;0;0;Kosten;3;210
